FAM193A	FAM193A
TNIP2	TNIP2
SH3BP2	SH3BP2
ADD1	ADD1
MFSD10	MFSD10
NOP14-AS1	NOP14-AS1
NOP14	NOP14
GRK4	GRK4
HTT	HTT
RGS12	RGS12
LRPAP1	LRPAP1
TMEM128	TMEM128
LYAR	LYAR
ZBTB49	ZBTB49
NSG1	NSG1
STX18	STX18
STX18-AS1	STX18-AS1
MSX1	MSX1
CYTL1	CYTL1
EVC2	EVC2
CRMP1	CRMP1
JAKMIP1	JAKMIP1
WFS1	WFS1
MAN2B2	MAN2B2
MRFAP1	MRFAP1
RP11-539L10.3	RP11-539L10.3
AC093323.3	AC093323.3
RP11-539L10.2	RP11-539L10.2
MRFAP1L1	MRFAP1L1
BLOC1S4	BLOC1S4
KIAA0232	KIAA0232
TBC1D14	TBC1D14
TADA2B	TADA2B
GRPEL1	GRPEL1
RP11-367J11.3	RP11-367J11.3
AFAP1	AFAP1
SH3TC1	SH3TC1
HTRA3	HTRA3
RP11-774O3.3	RP11-774O3.3
ACOX3	ACOX3
TRMT44	TRMT44
SLC2A9	SLC2A9
WDR1	WDR1
ZNF518B	ZNF518B
CLNK	CLNK
HS3ST1	HS3ST1
RAB28	RAB28
BOD1L1	BOD1L1
LINC00504	LINC00504
CPEB2	CPEB2
C1QTNF7	C1QTNF7
CC2D2A	CC2D2A
FBXL5	FBXL5
FAM200B	FAM200B
BST1	BST1
CD38	CD38
FGFBP2	FGFBP2
PROM1	PROM1
TAPT1	TAPT1
LDB2	LDB2
QDPR	QDPR
LAP3	LAP3
MED28	MED28
FAM184B	FAM184B
DCAF16	DCAF16
NCAPG	NCAPG
LCORL	LCORL
SLIT2	SLIT2
PACRGL	PACRGL
ADGRA3	ADGRA3
PPARGC1A	PPARGC1A
DHX15	DHX15
SOD3	SOD3
CCDC149	CCDC149
LGI2	LGI2
SEPSECS	SEPSECS
SEPSECS-AS1	SEPSECS-AS1
PI4K2B	PI4K2B
ZCCHC4	ZCCHC4
ANAPC4	ANAPC4
SLC34A2	SLC34A2
SEL1L3	SEL1L3
SMIM20	SMIM20
RBPJ	RBPJ
TBC1D19	TBC1D19
STIM2	STIM2
PCDH7	PCDH7
ARAP2	ARAP2
DTHD1	DTHD1
C4orf19	C4orf19
RELL1	RELL1
PGM2	PGM2
TBC1D1	TBC1D1
KLF3	KLF3
TLR10	TLR10
TLR1	TLR1
TLR6	TLR6
FAM114A1	FAM114A1
TMEM156	TMEM156
KLHL5	KLHL5
WDR19	WDR19
RFC1	RFC1
KLB	KLB
RPL9	RPL9
LIAS	LIAS
UGDH	UGDH
UGDH-AS1	UGDH-AS1
SMIM14	SMIM14
RP11-539G18.3	RP11-539G18.3
UBE2K	UBE2K
PDS5A	PDS5A
N4BP2	N4BP2
RHOH	RHOH
RBM47	RBM47
APBB2	APBB2
UCHL1	UCHL1
LIMCH1	LIMCH1
TMEM33	TMEM33
SLC30A9	SLC30A9
SHISA3	SHISA3
ATP8A1	ATP8A1
GUF1	GUF1
GNPDA2	GNPDA2
GABRG1	GABRG1
COMMD8	COMMD8
ATP10D	ATP10D
NFXL1	NFXL1
TXK	TXK
SLAIN2	SLAIN2
FRYL	FRYL
OCIAD1	OCIAD1
OCIAD2	OCIAD2
DCUN1D4	DCUN1D4
SGCB	SGCB
SPATA18	SPATA18
USP46	USP46
USP46-AS1	USP46-AS1
RASL11B	RASL11B
SCFD2	SCFD2
FIP1L1	FIP1L1
LNX1	LNX1
CHIC2	CHIC2
PDGFRA	PDGFRA
KIT	KIT
KDR	KDR
SRD5A3	SRD5A3
TMEM165	TMEM165
CLOCK	CLOCK
EXOC1	EXOC1
CEP135	CEP135
AASDH	AASDH
PPAT	PPAT
PAICS	PAICS
SRP72	SRP72
ARL9	ARL9
HOPX	HOPX
REST	REST
NOA1	NOA1
POLR2B	POLR2B
IGFBP7	IGFBP7
RP11-584P21.2	RP11-584P21.2
CENPC	CENPC
STAP1	STAP1
UBA6	UBA6
UBA6-AS1	UBA6-AS1
YTHDC1	YTHDC1
UGT2B15	UGT2B15
UGT2A3	UGT2A3
SULT1B1	SULT1B1
JCHAIN	JCHAIN
UTP3	UTP3
RUFY3	RUFY3
GRSF1	GRSF1
MOB1B	MOB1B
DCK	DCK
SLC4A4	SLC4A4
GC	GC
COX18	COX18
ANKRD17	ANKRD17
ALB	ALB
RASSF6	RASSF6
CXCL8	CXCL8
CXCL6	CXCL6
CXCL1	CXCL1
CXCL3	CXCL3
CXCL2	CXCL2
MTHFD2L	MTHFD2L
RP11-629B11.5	RP11-629B11.5
EREG	EREG
AREG	AREG
PARM1	PARM1
RP11-44F21.5	RP11-44F21.5
RCHY1	RCHY1
THAP6	THAP6
G3BP2	G3BP2
USO1	USO1
RP11-556N4.1	RP11-556N4.1
NAAA	NAAA
SDAD1	SDAD1
CXCL9	CXCL9
CXCL10	CXCL10
CXCL11	CXCL11
NUP54	NUP54
SCARB2	SCARB2
SHROOM3	SHROOM3
SEPT11	SEPT11
CCNI	CCNI
CCNG2	CCNG2
CNOT6L	CNOT6L
MRPL1	MRPL1
FRAS1	FRAS1
ANXA3	ANXA3
LINC01094	LINC01094
RP11-109G23.3	RP11-109G23.3
BMP2K	BMP2K
PAQR3	PAQR3
ANTXR2	ANTXR2
PRDM8	PRDM8
RASGEF1B	RASGEF1B
RP11-127B20.2	RP11-127B20.2
HNRNPD	HNRNPD
RP11-127B20.3	RP11-127B20.3
HNRNPDL	HNRNPDL
ENOPH1	ENOPH1
TMEM150C	TMEM150C
SCD5	SCD5
SEC31A	SEC31A
THAP9-AS1	THAP9-AS1
THAP9	THAP9
LIN54	LIN54
COPS4	COPS4
PLAC8	PLAC8
COQ2	COQ2
HPSE	HPSE
HELQ	HELQ
MRPS18C	MRPS18C
FAM175A	FAM175A
GPAT3	GPAT3
WDFY3	WDFY3
ARHGAP24	ARHGAP24
MAPK10	MAPK10
PTPN13	PTPN13
C4orf36	C4orf36
AFF1	AFF1
KLHL8	KLHL8
HSD17B13	HSD17B13
HSD17B11	HSD17B11
NUDT9	NUDT9
SPARCL1	SPARCL1
SPP1	SPP1
PKD2	PKD2
ABCG2	ABCG2
PPM1K	PPM1K
HERC6	HERC6
HERC5	HERC5
PYURF	PYURF
HERC3	HERC3
NAP1L5	NAP1L5
FAM13A-AS1	FAM13A-AS1
FAM13A	FAM13A
TIGD2	TIGD2
GPRIN3	GPRIN3
SNCA	SNCA
MMRN1	MMRN1
CCSER1	CCSER1
SMARCAD1	SMARCAD1
HPGDS	HPGDS
PDLIM5	PDLIM5
RAP1GDS1	RAP1GDS1
TSPAN5	TSPAN5
EIF4E	EIF4E
METAP1	METAP1
ADH5	ADH5
ADH4	ADH4
ADH6	ADH6
ADH1B	ADH1B
ADH1C	ADH1C
TRMT10A	TRMT10A
DAPP1	DAPP1
LAMTOR3	LAMTOR3
DNAJB14	DNAJB14
H2AFZ	H2AFZ
DDIT4L	DDIT4L
EMCN	EMCN
PPP3CA	PPP3CA
FLJ20021	FLJ20021
BANK1	BANK1
SLC39A8	SLC39A8
RP11-499E18.1	RP11-499E18.1
NFKB1	NFKB1
MANBA	MANBA
UBE2D3	UBE2D3
RP11-10L12.4	RP11-10L12.4
CISD2	CISD2
SLC9B1	SLC9B1
SLC9B2	SLC9B2
BDH2	BDH2
CENPE	CENPE
CXXC4	CXXC4
AC004069.2	AC004069.2
TET2	TET2
PPA2	PPA2
INTS12	INTS12
GSTCD	GSTCD
NPNT	NPNT
TBCK	TBCK
AIMP1	AIMP1
PAPSS1	PAPSS1
SGMS2	SGMS2
CYP2U1	CYP2U1
HADH	HADH
LEF1	LEF1
RPL34	RPL34
OSTC	OSTC
SEC24B-AS1	SEC24B-AS1
SEC24B	SEC24B
CCDC109B	CCDC109B
CASP6	CASP6
PLA2G12A	PLA2G12A
CFI	CFI
GAR1	GAR1
ELOVL6	ELOVL6
ENPEP	ENPEP
C4orf32	C4orf32
AP1AR	AP1AR
TIFA	TIFA
ALPK1	ALPK1
ZGRF1	ZGRF1
LARP7	LARP7
ANK2	ANK2
CAMK2D	CAMK2D
ARSJ	ARSJ
NDST3	NDST3
SNHG8	SNHG8
METTL14	METTL14
SEC24D	SEC24D
SYNPO2	SYNPO2
USP53	USP53
C4orf3	C4orf3
PDE5A	PDE5A
MAD2L1	MAD2L1
PRDM5	PRDM5
TNIP3	TNIP3
QRFPR	QRFPR
ANXA5	ANXA5
EXOSC9	EXOSC9
BBS7	BBS7
KIAA1109	KIAA1109
IL2	IL2
BBS12	BBS12
FGF2	FGF2
NUDT6	NUDT6
SPATA5	SPATA5
SPRY1	SPRY1
LINC01091	LINC01091
ANKRD50	ANKRD50
FAT4	FAT4
INTU	INTU
HSPA4L	HSPA4L
MFSD8	MFSD8
ABHD18	ABHD18
LARP1B	LARP1B
PGRMC2	PGRMC2
RP11-420A23.1	RP11-420A23.1
JADE1	JADE1
SCLT1	SCLT1
C4orf33	C4orf33
PABPC4L	PABPC4L
PCDH18	PCDH18
SLC7A11	SLC7A11
NOCT	NOCT
ELF2	ELF2
NDUFC1	NDUFC1
NAA15	NAA15
RP11-83A24.2	RP11-83A24.2
RAB33B	RAB33B
SETD7	SETD7
MGST2	MGST2
MAML3	MAML3
SCOC	SCOC
SCOC-AS1	SCOC-AS1
ELMOD2	ELMOD2
TBC1D9	TBC1D9
RP11-102N12.3	RP11-102N12.3
RNF150	RNF150
ZNF330	ZNF330
IL15	IL15
INPP4B	INPP4B
USP38	USP38
GAB1	GAB1
SMARCA5	SMARCA5
HHIP-AS1	HHIP-AS1
ANAPC10	ANAPC10
ABCE1	ABCE1
OTUD4	OTUD4
SMAD1	SMAD1
MMAA	MMAA
ZNF827	ZNF827
LSM6	LSM6
SLC10A7	SLC10A7
EDNRA	EDNRA
TMEM184C	TMEM184C
PRMT9	PRMT9
ARHGAP10	ARHGAP10
NR3C2	NR3C2
DCLK2	DCLK2
LRBA	LRBA
MAB21L2	MAB21L2
RPS3A	RPS3A
SH3D19	SH3D19
RP11-372K14.2	RP11-372K14.2
GATB	GATB
RP11-18H21.1	RP11-18H21.1
FBXW7	FBXW7
DKFZP434I0714	DKFZP434I0714
TMEM154	TMEM154
ARFIP1	ARFIP1
TIGD4	TIGD4
TRIM2	TRIM2
MND1	MND1
KIAA0922	KIAA0922
TLR2	TLR2
SFRP2	SFRP2
PLRG1	PLRG1
FGB	FGB
FGA	FGA
FGG	FGG
LRAT	LRAT
MAP9	MAP9
GUCY1A3	GUCY1A3
GUCY1B3	GUCY1B3
TDO2	TDO2
CTSO	CTSO
PDGFC	PDGFC
GLRB	GLRB
FAM198B	FAM198B
RP11-597D13.9	RP11-597D13.9
TMEM144	TMEM144
C4orf46	C4orf46
ETFDH	ETFDH
PPID	PPID
FNIP2	FNIP2
RAPGEF2	RAPGEF2
NAF1	NAF1
NPY1R	NPY1R
TMA16	TMA16
MARCH1	MARCH1
TRIM61	TRIM61
TMEM192	TMEM192
KLHL2	KLHL2
MSMO1	MSMO1
CPE	CPE
TLL1	TLL1
DDX60	DDX60
DDX60L	DDX60L
PALLD	PALLD
CBR4	CBR4
SH3RF1	SH3RF1
NEK1	NEK1
CLCN3	CLCN3
C4orf27	C4orf27
MFAP3L	MFAP3L
GALNT7	GALNT7
HMGB2	HMGB2
RP11-798M19.6	RP11-798M19.6
SAP30	SAP30
SCRG1	SCRG1
HAND2	HAND2
HAND2-AS1	HAND2-AS1
FBXO8	FBXO8
CEP44	CEP44
HPGD	HPGD
GPM6A	GPM6A
WDR17	WDR17
SPCS3	SPCS3
VEGFC	VEGFC
AGA	AGA
DCTD	DCTD
WWC2	WWC2
CDKN2AIP	CDKN2AIP
ING2	ING2
RWDD4	RWDD4
TRAPPC11	TRAPPC11
STOX2	STOX2
IRF2	IRF2
RP11-326I11.3	RP11-326I11.3
CASP3	CASP3
PRIMPOL	PRIMPOL
CENPU	CENPU
ACSL1	ACSL1
MIR3945HG	MIR3945HG
SLC25A4	SLC25A4
CFAP97	CFAP97
SNX25	SNX25
LRP2BP	LRP2BP
ANKRD37	ANKRD37
UFSP2	UFSP2
C4orf47	C4orf47
CCDC110	CCDC110
RP11-279O9.4	RP11-279O9.4
PDLIM3	PDLIM3
SORBS2	SORBS2
TLR3	TLR3
FAM149A	FAM149A
CYP4V2	CYP4V2
F11	F11
FAT1	FAT1
FRG1	FRG1
PLEKHG4B	PLEKHG4B
CCDC127	CCDC127
SDHA	SDHA
PDCD6	PDCD6
EXOC3-AS1	EXOC3-AS1
EXOC3	EXOC3
PP7080	PP7080
TPPP	TPPP
BRD9	BRD9
NKD2	NKD2
SLC12A7	SLC12A7
SLC6A19	SLC6A19
CLPTM1L	CLPTM1L
LPCAT1	LPCAT1
MRPL36	MRPL36
NDUFS6	NDUFS6
ICE1	ICE1
MED10	MED10
NSUN2	NSUN2
SRD5A1	SRD5A1
PAPD7	PAPD7
ADCY2	ADCY2
C5orf49	C5orf49
MTRR	MTRR
FASTKD3	FASTKD3
MIR4458HG	MIR4458HG
SEMA5A	SEMA5A
SNHG18	SNHG18
FAM173B	FAM173B
CCT5	CCT5
CMBL	CMBL
MARCH6	MARCH6
DAP	DAP
TRIO	TRIO
AC016549.1	AC016549.1
FAM105A	FAM105A
OTULIN	OTULIN
ANKH	ANKH
FBXL7	FBXL7
ZNF622	ZNF622
FAM134B	FAM134B
MYO10	MYO10
BASP1	BASP1
CTD-2139B15.2	CTD-2139B15.2
CDH6	CDH6
DROSHA	DROSHA
C5orf22	C5orf22
PDZD2	PDZD2
GOLPH3	GOLPH3
CTD-2186M15.3	CTD-2186M15.3
MTMR12	MTMR12
ZFR	ZFR
SUB1	SUB1
NPR3	NPR3
TARS	TARS
ADAMTS12	ADAMTS12
C1QTNF3	C1QTNF3
RAI14	RAI14
RAD1	RAD1
BRIX1	BRIX1
DNAJC21	DNAJC21
PRLR	PRLR
SPEF2	SPEF2
IL7R	IL7R
LMBRD2	LMBRD2
SKP2	SKP2
NADK2	NADK2
SLC1A3	SLC1A3
NIPBL	NIPBL
C5orf42	C5orf42
NUP155	NUP155
WDR70	WDR70
EGFLAM	EGFLAM
LIFR	LIFR
LIFR-AS1	LIFR-AS1
OSMR-AS1	OSMR-AS1
OSMR	OSMR
RICTOR	RICTOR
FYB	FYB
DAB2	DAB2
CTD-2078B5.2	CTD-2078B5.2
PTGER4	PTGER4
TTC33	TTC33
PRKAA1	PRKAA1
RPL37	RPL37
CARD6	CARD6
C7	C7
C6	C6
PLCXD3	PLCXD3
OXCT1	OXCT1
C5orf51	C5orf51
FBXO4	FBXO4
GHR	GHR
CCDC152	CCDC152
SEPP1	SEPP1
CTD-2201E18.5	CTD-2201E18.5
CTD-2035E11.3	CTD-2035E11.3
ANXA2R	ANXA2R
AC025171.1	AC025171.1
CTD-2035E11.5	CTD-2035E11.5
ZNF131	ZNF131
HMGCS1	HMGCS1
CCL28	CCL28
C5orf28	C5orf28
C5orf34	C5orf34
PAIP1	PAIP1
NNT-AS1	NNT-AS1
NNT	NNT
RP11-53O19.1	RP11-53O19.1
MRPS30	MRPS30
EMB	EMB
PARP8	PARP8
ITGA1	ITGA1
PELO	PELO
ITGA2	ITGA2
MOCS2	MOCS2
FST	FST
NDUFS4	NDUFS4
CTD-2081C10.7	CTD-2081C10.7
ARL15	ARL15
SNX18	SNX18
ESM1	ESM1
GZMK	GZMK
GZMA	GZMA
GPX8	GPX8
DHX29	DHX29
SKIV2L2	SKIV2L2
PLPP1	PLPP1
SLC38A9	SLC38A9
IL6ST	IL6ST
FLJ31104	FLJ31104
ANKRD55	ANKRD55
MAP3K1	MAP3K1
SETD9	SETD9
MIER3	MIER3
GPBP1	GPBP1
PLK2	PLK2
GAPT	GAPT
RAB3C	RAB3C
PDE4D	PDE4D
DEPDC1B	DEPDC1B
ELOVL7	ELOVL7
ERCC8	ERCC8
NDUFAF2	NDUFAF2
SMIM15	SMIM15
ZSWIM6	ZSWIM6
KIF2A	KIF2A
DIMT1	DIMT1
IPO11	IPO11
RNF180	RNF180
RGS7BP	RGS7BP
SREK1IP1	SREK1IP1
CWC27	CWC27
ADAMTS6	ADAMTS6
CENPK	CENPK
PPWD1	PPWD1
TRIM23	TRIM23
TRAPPC13	TRAPPC13
CTC-534A2.2	CTC-534A2.2
SGTB	SGTB
NLN	NLN
ERBB2IP	ERBB2IP
SREK1	SREK1
MAST4	MAST4
MAST4-AS1	MAST4-AS1
CD180	CD180
PIK3R1	PIK3R1
SLC30A5	SLC30A5
CCNB1	CCNB1
CENPH	CENPH
MRPS36	MRPS36
CDK7	CDK7
CCDC125	CCDC125
AK6	AK6
TAF9	TAF9
RAD17	RAD17
MARVELD2	MARVELD2
OCLN	OCLN
GTF2H2C	GTF2H2C
SERF1B	SERF1B
SMN2	SMN2
RP11-497H16.9	RP11-497H16.9
SERF1A	SERF1A
SMN1	SMN1
NAIP	NAIP
GTF2H2	GTF2H2
BDP1	BDP1
MCCC2	MCCC2
MAP1B	MAP1B
MRPS27	MRPS27
PTCD2	PTCD2
ZNF366	ZNF366
TNPO1	TNPO1
FCHO2	FCHO2
TMEM171	TMEM171
BTF3	BTF3
ANKRA2	ANKRA2
UTP15	UTP15
ARHGEF28	ARHGEF28
ENC1	ENC1
HEXB	HEXB
GFM2	GFM2
NSA2	NSA2
FAM169A	FAM169A
GCNT4	GCNT4
HMGCR	HMGCR
COL4A3BP	COL4A3BP
POLK	POLK
CTC-366B18.4	CTC-366B18.4
POC5	POC5
AC113404.1	AC113404.1
IQGAP2	IQGAP2
F2RL2	F2RL2
F2R	F2R
F2RL1	F2RL1
S100Z	S100Z
CRHBP	CRHBP
AGGF1	AGGF1
ZBED3	ZBED3
WDR41	WDR41
TBCA	TBCA
AP3B1	AP3B1
SCAMP1-AS1	SCAMP1-AS1
SCAMP1	SCAMP1
LHFPL2	LHFPL2
ARSB	ARSB
DMGDH	DMGDH
BHMT2	BHMT2
JMY	JMY
HOMER1	HOMER1
PAPD4	PAPD4
MTX3	MTX3
SERINC5	SERINC5
ZFYVE16	ZFYVE16
CTD-2015H6.3	CTD-2015H6.3
FAM151B	FAM151B
DHFR	DHFR
CTC-325J23.2	CTC-325J23.2
MSH3	MSH3
RASGRF2	RASGRF2
CKMT2-AS1	CKMT2-AS1
CKMT2	CKMT2
ZCCHC9	ZCCHC9
SSBP2	SSBP2
ATG10	ATG10
RPS23	RPS23
ATP6AP1L	ATP6AP1L
TMEM167A	TMEM167A
XRCC4	XRCC4
VCAN	VCAN
EDIL3	EDIL3
COX7C	COX7C
RASA1	RASA1
CTC-428H11.2	CTC-428H11.2
CCNH	CCNH
TMEM161B	TMEM161B
TMEM161B-AS1	TMEM161B-AS1
MEF2C	MEF2C
MEF2C-AS1	MEF2C-AS1
CETN3	CETN3
MBLAC2	MBLAC2
LYSMD3	LYSMD3
LUCAT1	LUCAT1
ARRDC3	ARRDC3
ARRDC3-AS1	ARRDC3-AS1
NR2F1-AS1	NR2F1-AS1
NR2F1	NR2F1
FAM172A	FAM172A
POU5F2	POU5F2
KIAA0825	KIAA0825
SLF1	SLF1
MCTP1	MCTP1
TTC37	TTC37
ARSK	ARSK
RFESD	RFESD
RHOBTB3	RHOBTB3
GLRX	GLRX
ELL2	ELL2
CAST	CAST
ERAP1	ERAP1
CTD-2260A17.2	CTD-2260A17.2
ERAP2	ERAP2
LNPEP	LNPEP
RIOK2	RIOK2
RGMB	RGMB
CHD1	CHD1
FAM174A	FAM174A
ST8SIA4	ST8SIA4
PAM	PAM
GIN1	GIN1
PPIP5K2	PPIP5K2
C5orf30	C5orf30
NUDT12	NUDT12
EFNA5	EFNA5
FBXL17	FBXL17
LINC01023	LINC01023
FER	FER
CTD-2587M2.1	CTD-2587M2.1
PJA2	PJA2
MAN2A1	MAN2A1
SLC25A46	SLC25A46
TSLP	TSLP
WDR36	WDR36
CAMK4	CAMK4
STARD4	STARD4
STARD4-AS1	STARD4-AS1
NREP	NREP
EPB41L4A	EPB41L4A
EPB41L4A-AS1	EPB41L4A-AS1
EPB41L4A-AS2	EPB41L4A-AS2
APC	APC
CTC-487M23.8	CTC-487M23.8
SRP19	SRP19
REEP5	REEP5
DCP2	DCP2
MCC	MCC
YTHDC2	YTHDC2
KCNN2	KCNN2
PGGT1B	PGGT1B
CCDC112	CCDC112
FEM1C	FEM1C
AC010226.4	AC010226.4
TMED7	TMED7
CTC-505O3.3	CTC-505O3.3
CDO1	CDO1
ATG12	ATG12
AP3S1	AP3S1
CTD-2287O16.5	CTD-2287O16.5
COMMD10	COMMD10
SEMA6A	SEMA6A
SEMA6A-AS1	SEMA6A-AS1
LINC00992	LINC00992
DTWD2	DTWD2
DMXL1	DMXL1
TNFAIP8	TNFAIP8
HSD17B4	HSD17B4
PRR16	PRR16
SRFBP1	SRFBP1
LOX	LOX
SNCAIP	SNCAIP
SNX2	SNX2
SNX24	SNX24
PPIC	PPIC
PRDM6	PRDM6
CEP120	CEP120
CSNK1G3	CSNK1G3
ZNF608	ZNF608
GRAMD3	GRAMD3
ALDH7A1	ALDH7A1
PHAX	PHAX
LMNB1	LMNB1
MARCH3	MARCH3
C5orf63	C5orf63
PRRC1	PRRC1
LINC01184	LINC01184
SLC12A2	SLC12A2
ISOC1	ISOC1
HINT1	HINT1
LYRM7	LYRM7
CDC42SE2	CDC42SE2
RAPGEF6	RAPGEF6
FNIP1	FNIP1
ACSL6	ACSL6
P4HA2	P4HA2
PDLIM4	PDLIM4
SLC22A5	SLC22A5
C5orf56	C5orf56
AC116366.6	AC116366.6
IRF1	IRF1
RAD50	RAD50
KIF3A	KIF3A
SEPT8	SEPT8
SHROOM1	SHROOM1
UQCRQ	UQCRQ
LEAP2	LEAP2
AFF4	AFF4
ZCCHC10	ZCCHC10
HSPA4	HSPA4
C5orf15	C5orf15
VDAC1	VDAC1
CTB-113I20.2	CTB-113I20.2
TCF7	TCF7
SKP1	SKP1
PPP2CA	PPP2CA
CDKL3	CDKL3
UBE2B	UBE2B
RP11-215P8.3	RP11-215P8.3
CDKN2AIPNL	CDKN2AIPNL
JADE2	JADE2
SAR1B	SAR1B
SEC24A	SEC24A
CAMLG	CAMLG
DDX46	DDX46
C5orf24	C5orf24
TXNDC15	TXNDC15
PCBD2	PCBD2
H2AFY	H2AFY
CXCL14	CXCL14
TGFBI	TGFBI
SMAD5	SMAD5
KLHL3	KLHL3
HNRNPA0	HNRNPA0
RP11-381K20.2	RP11-381K20.2
PKD2L2	PKD2L2
FAM13B	FAM13B
NME5	NME5
BRD8	BRD8
CDC23	CDC23
FAM53C	FAM53C
KDM3B	KDM3B
EGR1	EGR1
ETF1	ETF1
HSPA9	HSPA9
CTNNA1	CTNNA1
SIL1	SIL1
MATR3.1	MATR3.1
PAIP2	PAIP2
CTB-43P18.1	CTB-43P18.1
MZB1	MZB1
PROB1	PROB1
SPATA24	SPATA24
DNAJC18	DNAJC18
ECSCR.1	ECSCR.1
TMEM173	TMEM173
UBE2D2	UBE2D2
CXXC5	CXXC5
LINC01024	LINC01024
PURA	PURA
IGIP	IGIP
CYSTM1	CYSTM1
PFDN1	PFDN1
HBEGF	HBEGF
ANKHD1	ANKHD1
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3
SRA1	SRA1
EIF4EBP3	EIF4EBP3
APBB3	APBB3
SLC35A4	SLC35A4
CD14	CD14
NDUFA2	NDUFA2
TMCO6	TMCO6
IK	IK
WDR55	WDR55
DND1	DND1
HARS	HARS
HARS2	HARS2
ZMAT2	ZMAT2
PCDHB2	PCDHB2
PCDHB4	PCDHB4
PCDHB16	PCDHB16
TAF7	TAF7
PCDHGA5	PCDHGA5
PCDHGA6	PCDHGA6
PCDHGA10	PCDHGA10
DIAPH1	DIAPH1
HDAC3	HDAC3
RELL2	RELL2
FCHSD1	FCHSD1
ARAP3	ARAP3
PCDH1	PCDH1
KIAA0141	KIAA0141
PCDH12	PCDH12
RNF14	RNF14
GNPDA1	GNPDA1
NDFIP1	NDFIP1
SPRY4	SPRY4
SPRY4-IT1	SPRY4-IT1
FGF1	FGF1
ARHGAP26	ARHGAP26
NR3C1	NR3C1
YIPF5	YIPF5
KCTD16	KCTD16
PRELID2	PRELID2
LARS	LARS
RP11-449H3.3	RP11-449H3.3
RBM27	RBM27
TCERG1	TCERG1
PPP2R2B	PPP2R2B
DPYSL3	DPYSL3
JAKMIP2	JAKMIP2
SPINK1	SPINK1
FBXO38	FBXO38
ADRB2	ADRB2
SH3TC2	SH3TC2
ABLIM3	ABLIM3
AFAP1L1	AFAP1L1
GRPEL2	GRPEL2
PCYOX1L	PCYOX1L
CARMN	CARMN
RP11-394O4.5	RP11-394O4.5
CSNK1A1	CSNK1A1
ARHGEF37	ARHGEF37
PPARGC1B	PPARGC1B
SLC26A2	SLC26A2
TIGD6	TIGD6
HMGXB3	HMGXB3
CSF1R	CSF1R
PDGFRB	PDGFRB
TCOF1	TCOF1
CD74	CD74
RPS14	RPS14
NDST1	NDST1
SYNPO	SYNPO
MYOZ3	MYOZ3
RBM22	RBM22
DCTN4	DCTN4
SMIM3	SMIM3
ZNF300	ZNF300
GPX3	GPX3
TNIP1	TNIP1
ANXA6	ANXA6
CCDC69	CCDC69
GM2A	GM2A
SLC36A1	SLC36A1
SPARC	SPARC
ATOX1	ATOX1
G3BP1	G3BP1
FAM114A2	FAM114A2
MFAP3	MFAP3
GALNT10	GALNT10
SAP30L	SAP30L
LARP1	LARP1
FAXDC2	FAXDC2
CNOT8	CNOT8
GEMIN5	GEMIN5
MRPL22	MRPL22
SGCD	SGCD
HAVCR2	HAVCR2
MED7	MED7
ITK	ITK
CYFIP2	CYFIP2
ADAM19	ADAM19
THG1L	THG1L
LSM11	LSM11
CLINT1	CLINT1
EBF1	EBF1
RP11-175K6.1	RP11-175K6.1
RNF145	RNF145
UBLCP1	UBLCP1
TTC1	TTC1
PWWP2A	PWWP2A
C1QTNF2	C1QTNF2
SLU7	SLU7
PTTG1	PTTG1
GABRB2	GABRB2
CCNG1	CCNG1
NUDCD2	NUDCD2
MAT2B	MAT2B
WWC1	WWC1
RARS	RARS
PANK3	PANK3
SLIT3	SLIT3
SPDL1	SPDL1
DOCK2	DOCK2
LCP2	LCP2
KCNMB1	KCNMB1
RANBP17	RANBP17
NPM1	NPM1
FGF18	FGF18
FBXW11	FBXW11
STK10	STK10
UBTD2	UBTD2
SH3PXD2B	SH3PXD2B
NEURL1B	NEURL1B
DUSP1	DUSP1
ERGIC1	ERGIC1
RPL26L1	RPL26L1
ATP6V0E1	ATP6V0E1
CREBRF	CREBRF
BNIP1	BNIP1
STC2	STC2
BOD1	BOD1
CPEB4	CPEB4
SFXN1	SFXN1
HRH2	HRH2
THOC3	THOC3
FAM153B	FAM153B
SIMC1	SIMC1
KIAA1191	KIAA1191
ARL10	ARL10
NOP16	NOP16
HIGD2A	HIGD2A
CLTB	CLTB
FAF2	FAF2
RNF44	RNF44
TSPAN17	TSPAN17
HK3	HK3
UIMC1	UIMC1
ZNF346	ZNF346
FGFR4	FGFR4
NSD1	NSD1
RAB24	RAB24
MXD3	MXD3
PRELID1	PRELID1
LMAN2	LMAN2
RGS14	RGS14
F12	F12
GRK6	GRK6
PRR7-AS1	PRR7-AS1
PRR7	PRR7
DBN1	DBN1
PDLIM7	PDLIM7
DOK3	DOK3
DDX41	DDX41
FAM193B	FAM193B
TMED9	TMED9
B4GALT7	B4GALT7
N4BP3	N4BP3
RMND5B	RMND5B
NHP2	NHP2
HNRNPAB	HNRNPAB
PHYKPL	PHYKPL
CLK4	CLK4
ZNF354A	ZNF354A
ZNF354B	ZNF354B
ZNF454	ZNF454
ZNF879	ZNF879
ZNF354C	ZNF354C
ADAMTS2	ADAMTS2
RUFY1	RUFY1
HNRNPH1	HNRNPH1
CANX	CANX
